index,user,amountUsd,txHash,status
0,0x00ce968a3678cdabfe3715101d9c7cb328135296,10.0,0x72cf1ec46399266934deae3c602f25be43d5f1d7cab3fe03149052dcc0974e91,OK
1,0x0245143995ee2a729d4f5391a68726b47db5050f,100.0,0x95ec5a786e2971270586afabfd8d800c05600e1cd4516ed9a0c18588ce83a792,OK
2,0x02d4c28e34b5db699480d1332599a51039cbb445,20.0,0xfbf89432dabb1fc73fb13e9de5a340ee69e4cc98a955bc8fc02a568153c412df,OK
3,0x033bcb901cbfcab1180a4888cf34ef6c032bf4b1,10.0,0x85fa1f010438258ffb338e7730e8532303d377cd095e7a0968aa482cdb1cd743,OK
4,0x041b310b7e0ab39ca0cc2ce1dd3c12e25f6a3c9e,100.0,0x9f10884e1475f2044d175126694439955085f5521196dc66914f832387a6a08c,OK
5,0x05762bf912b0d155ad17fae32096aa3f5b9500a6,20.0,0x9327b6c48f010fba10d7e0691d0efe6ab370f3f12558877b15b787244825cb24,OK
6,0x057dee95b5df8cbbaeb0759efd153591680de431,100.0,0xc19427cbbe714ff0cf6a8b987dc6964b2679974396f0c2726a298fc93c1958fd,OK
7,0x0742d2fc58566f929e60bd818a10225933eb5198,20.0,0x096d9768896221e2222e3e6bb120ffa9bb4da75e61741adee353569cf570ed7e,OK
8,0x08b32b6ae25b181b166bbf207db05438bda50590,20.0,0x996c872ba80c7660e37675860979b1d3d2ea8d7a44ba116899c66fe419c1938f,OK
9,0x09558ed22ff683210b415f9b91086000ce1813a6,40.0,0xf56d9f725bff84ada4efda2c4173f812bd9e31d6d49120578b3c575ebf6a684f,OK
10,0x09ef841042e7edc5719956eeb14e0c82e849cdc2,10.0,0x2820c9bdceae2bb3caa821e06ce77649112cf38a350bac39e6ac4bb7011c0f43,OK
11,0x710fcbd86779d974abd0428595c2ae5ed0754288,10.0,0x5930a485b17b4dc9f1e0003a0050e60e1275ea32719f20f4ce3dd456968bf0e4,OK
12,0x7179136a1a3910220e15bf1e712bb54c9e570133,110.0,0x90b78d583505d3c374dace323ad9a98308b89929953f4b3eede42527c880e3a8,OK
13,0x71ecd255d056523bb396d5d4e012859e3a173475,18.0,0xc77f36b7efccc46cfc002dea85c40aed312c58c3193e85a8962bf2c4c77ceb27,OK
14,0x721bfb3b48e27b884c4cedf35062cdba08ae90ec,20.0,0xc27862300678b4361978ac295cb29f2a4701e498f4b56fbc934ada2da563c31d,OK
15,0x728d949e9fe1a31036126726a3a5535ab566e34b,10.0,0x599ca0eb214eca8e12d9fd76e22072a3ffc3229be7f35efe673c24550ab90447,OK
16,0x73ac2ce75ad2fce2d3eb1a318bb511418ff4c769,40.0,0x41ed081f587d83ece7787bed0634e0695fc36a80b587590def1ba385f4728fea,OK
17,0x755fdf84b7024e79804b9b7339a45af536c3c164,10.0,0xe5eb221660f88f6fdefa1cb1361a282ab3e5669983d54a58ce217920a50eab52,OK
18,0x75c5df8f8d8771e058688e68378cec1da0ca7c75,40.0,0x42f28ae7f4ee4d27c71fc32130099b43396569927cacb982f2938d34adb31f85,OK
19,0x75c77f520a3ce913e0da3d16bdeb8ac67835c9be,230.0,0x0017bda1d5373381037f138de1fbb8a025f8434a1ba24258c3276317d6096bcd,OK
20,0xe837acfeeadd9c79a42c1d8524dac42297babe32,120.0,0x99acccfd4a5690bcb8c01c370ccc5a07b1822a52f63d7e4b4d618c40930f43aa,OK
21,0xeaac860a021acd872dc3f22fd1c669be15e9f2fa,10.0,0xd507c9c230bc3fbc97ffe1066abbaf2d0a905f5c09ed8621538c7412db83cca7,OK
22,0xeab354ccc0c41d52d9a7337309052ff9b6fd5987,37.0,0x73d2bbd0d123713d39032e775049ac090732883047d94d5accaa87f4557bead9,OK
23,0xeab7f78e37bf677a8124b2c96c29bfe3ee3ddb81,10.0,0x66f3743b8e2fb7752d0f43b81227898f530cbcf685f6be35459c662b68188cbb,OK
24,0xeb8ef75514ec67662bbc3c69b7af2cead54288af,550.0,0xf8a38e6952b81c38dc466b1eebcd3b5dd3a43f0cc33decc56bbacda3a04ff912,OK
25,0xecac434e4b2a9f6d8d5d010ac43df2e186a62f8c,20.0,0xe5de196689e018fd314f225b2d06fd1e1946e62954a3c71ba02d0febc412073a,OK
26,0xedc6380da12cdbb94b048d8b478c88c45b6a9285,10.0,0x4add82cdf62a998f03fc614ef9719a35fd61bb36107f8eb9e6f59b7ac81a6db0,OK
27,0xee051464a512df44d4212489f6ff196eeb087863,10.0,0x5008a6bf7d4b8a7bae4bae3e3fbb2950c7f417ead595b2d6ff546312f7a467c8,OK
28,0xee8fc948629012d4f89608ad7c1cc40740366ad9,200.0,0x4f5c5f6e44508f93aadfdf1c710a930ee07950d65c838bad9a556094908bf7a6,OK
29,0xf23edf86adc32ea69717115a098384c41c71f15a,10.0,0x5734db88ef193d5b3b2cff5b86a5ff6c6336bdba845ad9e225b9a664b5bf4760,OK
