index,user,amountUsd,txHash,status
0,0x00ce968a3678cdabfe3715101d9c7cb328135296,10.0,,DRY_RUN
1,0x0245143995ee2a729d4f5391a68726b47db5050f,100.0,,DRY_RUN
2,0x02d4c28e34b5db699480d1332599a51039cbb445,20.0,,DRY_RUN
3,0x033bcb901cbfcab1180a4888cf34ef6c032bf4b1,10.0,,DRY_RUN
4,0x041b310b7e0ab39ca0cc2ce1dd3c12e25f6a3c9e,100.0,,DRY_RUN
5,0x05762bf912b0d155ad17fae32096aa3f5b9500a6,20.0,,DRY_RUN
6,0x057dee95b5df8cbbaeb0759efd153591680de431,100.0,,DRY_RUN
7,0x0742d2fc58566f929e60bd818a10225933eb5198,20.0,,DRY_RUN
8,0x08b32b6ae25b181b166bbf207db05438bda50590,20.0,,DRY_RUN
9,0x09558ed22ff683210b415f9b91086000ce1813a6,40.0,,DRY_RUN
10,0x09ef841042e7edc5719956eeb14e0c82e849cdc2,10.0,,DRY_RUN
11,0x710fcbd86779d974abd0428595c2ae5ed0754288,10.0,,DRY_RUN
12,0x7179136a1a3910220e15bf1e712bb54c9e570133,110.0,,DRY_RUN
13,0x71ecd255d056523bb396d5d4e012859e3a173475,18.0,,DRY_RUN
14,0x721bfb3b48e27b884c4cedf35062cdba08ae90ec,20.0,,DRY_RUN
15,0x728d949e9fe1a31036126726a3a5535ab566e34b,10.0,,DRY_RUN
16,0x73ac2ce75ad2fce2d3eb1a318bb511418ff4c769,40.0,,DRY_RUN
17,0x755fdf84b7024e79804b9b7339a45af536c3c164,10.0,,DRY_RUN
18,0x75c5df8f8d8771e058688e68378cec1da0ca7c75,40.0,,DRY_RUN
19,0x75c77f520a3ce913e0da3d16bdeb8ac67835c9be,230.0,,DRY_RUN
20,0xe837acfeeadd9c79a42c1d8524dac42297babe32,120.0,,DRY_RUN
21,0xeaac860a021acd872dc3f22fd1c669be15e9f2fa,10.0,,DRY_RUN
22,0xeab354ccc0c41d52d9a7337309052ff9b6fd5987,37.0,,DRY_RUN
23,0xeab7f78e37bf677a8124b2c96c29bfe3ee3ddb81,10.0,,DRY_RUN
24,0xeb8ef75514ec67662bbc3c69b7af2cead54288af,550.0,,DRY_RUN
25,0xecac434e4b2a9f6d8d5d010ac43df2e186a62f8c,20.0,,DRY_RUN
26,0xedc6380da12cdbb94b048d8b478c88c45b6a9285,10.0,,DRY_RUN
27,0xee051464a512df44d4212489f6ff196eeb087863,10.0,,DRY_RUN
28,0xee8fc948629012d4f89608ad7c1cc40740366ad9,200.0,,DRY_RUN
29,0xf23edf86adc32ea69717115a098384c41c71f15a,10.0,,DRY_RUN
