index,user,amountUsd,txHash,status
0,0x00ce968a3678cdabfe3715101d9c7cb328135296,10.0,0xd2d426617e995a9d0aa7bd4a4d530e339854d9f395eaaa58af8cd324cf493553,OK
1,0x0245143995ee2a729d4f5391a68726b47db5050f,100.0,0x7e1a459d2d60bd4597980b3991c02ab747a4810e9279f2cb72cf7004dc1d60fd,OK
2,0x02d4c28e34b5db699480d1332599a51039cbb445,20.0,0xa5b9222dc9b6961b34193fdee3f7ba260b24c971be8d3ed46464f54753d25777,OK
3,0x033bcb901cbfcab1180a4888cf34ef6c032bf4b1,10.0,0x54f013bb1203c1b78b23426306ebfa1fd8390bfbefeeecef621813076673aed3,OK
4,0x041b310b7e0ab39ca0cc2ce1dd3c12e25f6a3c9e,100.0,0xc4160ae76983f2d962249a8631d97cc698e2598995deaeb8707d42858603d07f,OK
5,0x05762bf912b0d155ad17fae32096aa3f5b9500a6,20.0,0xa8af1448ca674524b1d17c68e2d5238ec1b2cf0ec76160c960f606e1eb095b31,OK
6,0x057dee95b5df8cbbaeb0759efd153591680de431,100.0,0x587e63f59ad25a84ebf61306de09477a3ddd9e9ee21327bb769896d537b0aade,OK
7,0x0742d2fc58566f929e60bd818a10225933eb5198,20.0,0x76f1f7d2f4d00715e92c5156139bf353606813c861f8e758334f628c9db208d1,OK
8,0x08b32b6ae25b181b166bbf207db05438bda50590,20.0,0x5af09803c11a24171f147f773c0e6b14f2cb0c84ab039a2d17203904211a7c99,OK
9,0x09558ed22ff683210b415f9b91086000ce1813a6,40.0,0xdb6af218324acfd84e872f98b8b5f0637cd721718f91969340abda2578a93da4,OK
10,0x09ef841042e7edc5719956eeb14e0c82e849cdc2,10.0,0xe3a7b7c0b63b5e5625ac64bee2ada1f2bbe5a9a81f53b11a57c19a5f12fd4adf,OK
11,0x710fcbd86779d974abd0428595c2ae5ed0754288,10.0,0x85ed0608cd61de165b4b813f42aeb4814a908883558d7405f761bf7de7376771,OK
12,0x7179136a1a3910220e15bf1e712bb54c9e570133,110.0,0x6b700eed56835cc97617c8c033711185da939428d819f7d0d586e9218f5951b4,OK
13,0x71ecd255d056523bb396d5d4e012859e3a173475,18.0,0xf90c72e5b052c3f1566ca5bcf6adf2f9cecacd48a59e272e3f0d289cafc87bd7,OK
14,0x721bfb3b48e27b884c4cedf35062cdba08ae90ec,20.0,0x87c3f5c03d36fb11780262a1d86183273f69064b3c448c86aeddf2fa5ffa3b69,OK
15,0x728d949e9fe1a31036126726a3a5535ab566e34b,10.0,0x09b9853db1fc96f59c703f1542c32740b0ea49db8318c3d60c382c352618bf1d,OK
16,0x73ac2ce75ad2fce2d3eb1a318bb511418ff4c769,40.0,0x74ab1f2d73d881b13758ef98cc667ffd8b3a1a78ff5fba55b76aca655efbcf2f,OK
17,0x755fdf84b7024e79804b9b7339a45af536c3c164,10.0,0x803fb0ce27bee95d65d18e4a25b9086556ea7f7dcee966e413526cd5042debe2,OK
18,0x75c5df8f8d8771e058688e68378cec1da0ca7c75,40.0,0xd32a3dc261ac7612900f6333afa900351df4f024babb506caa36711a4e45a395,OK
19,0x75c77f520a3ce913e0da3d16bdeb8ac67835c9be,230.0,0xdd5d4f33f2f21f08e59f85cc1d241d2c3747afc89ea517cdb120d935eef403d6,OK
20,0xe837acfeeadd9c79a42c1d8524dac42297babe32,120.0,0xf95ebb08b669bb8f52ab429df6a307f2d16eea750e830682943e140bb68955c1,OK
21,0xeaac860a021acd872dc3f22fd1c669be15e9f2fa,10.0,0x72c9012c10f73063fc109b4e1df0925010e307e85d80fd98f83bae2c9887557d,OK
22,0xeab354ccc0c41d52d9a7337309052ff9b6fd5987,37.0,0x439bb7f7c5e5835ad8817b218c7bb2d3a8110d691d9d62e9ce55dbb3da52b1f2,OK
23,0xeab7f78e37bf677a8124b2c96c29bfe3ee3ddb81,10.0,0xde63bfd8b0b37bddac177a917b66c39048faa89f40c2103abc220e2b5885d676,OK
24,0xeb8ef75514ec67662bbc3c69b7af2cead54288af,550.0,0xdf5c5193a35f980567f172492b9829bc549a6461ce7f9eeea18a16bf3f904bf9,OK
25,0xecac434e4b2a9f6d8d5d010ac43df2e186a62f8c,20.0,0x1390d166628d64c70301fa2dc12b84585273c93e138a65ecce26cf1772870e47,OK
26,0xedc6380da12cdbb94b048d8b478c88c45b6a9285,10.0,0x43e16ea505bdb54e02d2e8b11086e34a5ffcc6ba267919f67b55a07551ad6d87,OK
27,0xee051464a512df44d4212489f6ff196eeb087863,10.0,0xe22db34b6a751d090c87cc974a38ebf6e16ef0a657b27086d92e1c830c87213e,OK
28,0xee8fc948629012d4f89608ad7c1cc40740366ad9,200.0,0x87118294e64b7fe37a3ccda5786849aeea64a4f818b8638dcdeceeb76d564385,OK
29,0xf23edf86adc32ea69717115a098384c41c71f15a,10.0,0xff6235564904e34be0a952ba953c67e5f6c355d98720b3893be8c52d73756f18,OK
