index,user,expected,onchain,action,txHash,status
18,0x11e6a2b45b1456eec2c3772115ed3a5768ed531d,10.0,0.0,ADDED,0xb7e065b7a1ceff0d128a02c4a6b32c91fba3e93eec67022c8901c81f93b42d3d,OK
19,0x128b0140479002c0cc02dcf943f51a0fabccae99,20.0,0.0,ADDED,0xd67e25dd5a9b3baa26771d28ae8d8c7f84d831b1b62b1dbca0b603d7d96d6493,OK
20,0x12f94941ff6f571a33228a67f8944acb33369fc9,70.0,0.0,ADDED,0x164feea3e7a59fbe621d2147004af7544dd50cd68a382ee0c21b5ad448a005d3,OK
21,0x130cc80b522fdb0e9d3897e95ab7d9e5de02efe9,560.0,0.0,ADDED,0x74bef83e529f0bb2dd2c477b87a80ae44de4e8f5cb8d412b5eb603f374939542,OK
22,0x134fb07bd53259430a2e2937c2fa80a46fe4cce5,10.0,0.0,ADDED,0x03a60c9c276155cde423c7a46ee154aef2b18df951184e98ff4ae8b367892930,OK
23,0x1398e515bac51ab8c8e3e49c4bc60f36b0abc94d,24.0,0.0,ADDED,0xf48e97b6db4c298f8582a718f74e89bb5b953301098760aeb024b18698933956,OK
24,0x1433a3fe62e48258ea27b4fb77ea8426393db6e9,200.0,0.0,ADDED,0x44153036ec44ef4f4f36a4b5af6f46176a805e0a18d0b453c8cf0c414823de29,OK
25,0x15a8c90599a3a9a3eaff236f8c4165d5e9c8395b,10.0,0.0,ADDED,0x051c6a5a3ad63afed09a5c2724946454219bdccfae06d244822acaba9a5bb9cd,OK
26,0x16fdb82f1d287cf3e40620ac3997962ac55c9c28,20.0,0.0,ADDED,0xc2c54875d46ccf330638f6c5a69ba37d90e008007a0cc619b47d590b0c4bde5e,OK
27,0x18cd7eb414b2c6251674318b285204957fe09df0,300.0,0.0,ADDED,0x4c25e01a4757747b290f7c247abbade72a19551286b065fb6135fc1e87cfdbcc,OK
28,0x1904d9b7835ad385a276a306f437d726613b3c0e,25.0,0.0,ADDED,0x3c9850d70de78946d5ea051678c6c9bf53aaabde85456502b30a9fdb5e2a41c2,OK
29,0x1955b1cf9fe40eae1a9637dd7c6ad78baaf603da,10.0,0.0,ADDED,0xe38d19684905b93edcf57dce0bea6b2ae393ec9017ebb8d80eca50876a4c26da,OK
30,0xd3b8d78c447c64ebb1d9815abb1019ea2cba74fb,20.0,0.0,ADDED,0xed241cc9571b41705be8a275aaf05ccfe2e77dcba6817b5a3f4639bd3a6f649d,OK
31,0x19d34671b0b1d94fa73a0fb117798eaae48d4d4f,10.0,0.0,ADDED,0x07bc821566272972c6752e697f9d190a6416fe0a8ec8a59749ffa10b96dfa5c3,OK
32,0x1a2e414f6e95cadcf73ae1890796371185d32fcb,100.0,0.0,ADDED,0x8ce491318681123b245075c079807952bb808a08b66e7640b78e5b77f7490862,OK
33,0x1b12211272b004ddf485dee46b3a212777ca3c77,100.0,0.0,ADDED,0x899a2ce5dd13b03a3b95322a178c0e1130a85b3d8d94fc7a6e6db08ccbefd310,OK
34,0x1c1cbd5b8ce6980879d08f57da7047d9530eca11,320.0,0.0,ADDED,0x234bebdb5236dad03ca119a7a0b41d57687687b03f24a00e1bda3fe411fc575f,OK
35,0x1c554b4ba2e2ce82dfc2b89591a7ce259c7dcafa,20.0,0.0,ADDED,0xe74dd1f6f2387b6ea65e6c786ee61a2c94ee5b7b3f57dd54c035678a1f9b12e3,OK
36,0x1c806e07146c414ce1f0406819e02a876c1e70a2,20.0,0.0,ADDED,0x7923fcf96fe76d54ff3fcee29ebcdb35f81e1a11f166914d237fa66d9688703c,OK
37,0x1d6edffdd6aa8ef937e25c676b808cd89b523b1c,114.0,0.0,ADDED,0xc3fe492c39121fd46d8cba250d7046cbb2eda204aa5906e392b5a0e1fbc96ae6,OK
38,0x1e9fb8b65be4cc682bd75e499e6cb9114c4d719e,50.0,0.0,ADDED,0x32452a0ae3271ef9bfb7fed89560873f8ef58ef432dffff96df14fd4c67ee530,OK
39,0x1ee2f2ccd2de113b4fbc0b9251680cb27a602881,20.0,0.0,ADDED,0x0805c7171cb6df2c1a8f6b90107b6b64464446c8a8d29216f5bf322daa3f0311,OK
40,0x2158b8d5b1479c0a5fa210f39c184e747a6981b3,10.0,0.0,ADDED,0xc95aafc8a0467fb5c7505d5baa14dc7f77b3e505733f7ae9bdb987030070c4b3,OK
41,0x2192bef742d21b2668db7b97a8a7b8a36604eacf,10.0,0.0,ADDED,0x6f121c032bc09f1886c4572fc21e58f491975114194aba55631f623135941c46,OK
42,0x21acc7b9d6fc22bcacc04f2d54825db0ef1fdfb3,60.0,0.0,ADDED,0xeea5db9d624430f113655252a4909b9f4838d5fe8b8a4578e78dfe8090909656,OK
43,0x22a875bc5465c37199d7a9cef55f385656a9b105,20.0,0.0,ADDED,0x513c222ef97a95f224092e4b672fef375af2b4ac1b47855af0b55cec46842fb7,OK
44,0x246e409bdb7444f78e78f86283e353a3e9809114,20.0,0.0,ADDED,0x8fa8cbe24e086b49d4ea7de3a8d2fef5ddd453cba0ef31bee8fe70daeafe163b,OK
45,0x24d2ec7f65145cd410fc7f19f4f7a226192fe599,10.0,0.0,ADDED,0x12f2588642ee9591858d7f105f350c1f110322e41026c4736755ac616cb9763b,OK
46,0x25f5e82204fe567817d20fc3af35b3182bc2d081,10.0,0.0,ADDED,0x65e6644d04f03dc9cf27a223ec2bcd430c49a2f9b066ca4fdd6f64261295d59a,OK
47,0x29bd7ab23437050a21553ed1aab0f1400826f84f,420.0,0.0,ADDED,0x8b5792c8a09424f38207437327c9abaab12d2e45a30cc9ab1289a5c766287e65,OK
48,0x29d24338cf32621b652222ea2deef4decefb7b7d,110.0,0.0,ADDED,0x7cd1484ee27af597e341c44f4beaaab245ae7f1d4bee9309f8f1b7c44c8fcb9a,OK
49,0x2abe2b8b4ae218d698b17b48fd86ce9a10a3dd56,10.0,0.0,ADDED,0xdc113c83887557da208d6159efab5dd1d1cdbf5e303ea9429fa65ff10aedd042,OK
50,0x2c5cd7b552554b586c3e940a03666497c40e6b95,20.0,0.0,ADDED,0xd203ff59e87421556b428e3ecf272b96652d35f4928b9f5d04b69254140b8f31,OK
51,0x2d737ee89b1a33e0ae4c50e109de1a4386825273,20.0,0.0,ADDED,0xac87783162e0a137c58c0e5e277c784908b26a68e0c23768e9d26f97ce44b69e,OK
52,0x2f519488cf27a109fb15f1b966b65103031b78be,250.0,0.0,ADDED,0xb182074ff4fba159a867ceb9addc6a2ec857e513fb7f2d26ebd6825681ed4903,OK
53,0x30ebcabf3d91cee63ac38d7aad6dffc0d8e2b4be,20.0,0.0,ADDED,0x2d545a880b832c1d4ff3abfb2a458e1a2024a1279af2b12e8ecc67ed2e2ec1ef,OK
54,0x31a82f0b0b77f6c1eebdf6c4314375991514ed83,10.0,0.0,ADDED,0xc2cba822d64cd2f6cc25930f8f6fdc1f2408a51fd25c208d1a76377aef867472,OK
55,0x32616ea7150c8ffb26836153f8127df0abb425db,20.0,0.0,ADDED,0xeb34a48440db9cbc9d7a928d8a0e4f8d206023a4f2e92b2e3ab9b9f67decb418,OK
56,0x3309a2038535abe2c418a8ddf06db0301e322f71,10.0,0.0,ADDED,0x326388a4e393cdd16a03ca9cbb6c4647dc5e0016827a98cc4a5003b5f9a47df9,OK
57,0x335a4d752c726266a8cde962674770c50b2220ba,1000.0,0.0,ADDED,0xcdc86662e0f6180293410ede23a32ad2137e1783be6b3b111954e6475f4246e5,OK
58,0x338db8cf8bcdc24c6afc5251fd2cdf0f1a877d13,50.0,0.0,ADDED,0x1485db380d348be2da5444ea3c689fd837817159f8a9798de3c2d333946ed4a9,OK
59,0x341eb9c2c61874d23f77b4b2b2825366a3f1d2e8,160.0,0.0,ADDED,0xd1a03972bfddd62dc77add9042d3375d3c6506c7e926f705bb8311164603d7fe,OK
60,0x3770f0871b28ab40f8b9e1d12fbf04be4305be48,20.0,0.0,ADDED,0xfc2b7566eeaf7cc8f5cdfef73877ec6cc384791eab5865ad074e153b040c25b9,OK
61,0x37bf82de7fd36faf54b2c10f8f0d8eed56e4f421,10.0,0.0,ADDED,0x581e9e87b1f2b4fdf5853eae09ef7538b27a2d4c2f7774b8757eaaf0945fbf21,OK
62,0x37c8abd61d6717bdc579688434c81104b9369b82,20.0,0.0,ADDED,0x2e8e5a4230be4591d0cef786afd157d6d18853f34233ac56fbd76b74371e165c,OK
63,0x39b4f1a3acfac447feb8efab0f5f5e314ffc852f,400.0,0.0,ADDED,0xd82322dc70e9d2415c8e7dd7bbeebdbd0bd7fc2e5b979ea93951a9d545480879,OK
64,0x3a43821a97295d6fc0cb712c2707a110a8f4a2e7,908.9,0.0,ADDED,0x2cf50a83a1d82a9193062f97b2c6bad5798b1186609f4043ae0eef3bd245e956,OK
65,0x3c0c91b009811df65df540352c407ac2650828bc,10.0,0.0,ADDED,0xb85ee4b2fce451693248bfc8030f5df9112b02bccc411752dc87dfcc60f8b2de,OK
66,0x3d11e00f91530286622df463bf138559462715d0,20.0,0.0,ADDED,0xa35c7d658b002b8368f09f102986c5459e362c2869c1d77008a5000058eff98c,OK
67,0x3eb289d79aacddad757200d8933f11fa219a06ff,10.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388000312000065; overshot 98206809428194
68,0x4032fd093e35b40222df9c2caed0c9eb2ddfb4b7,30.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
69,0x4125097637c7f8add9ffe7f9abf64c0b5406f31c,50.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
70,0x422d45f728e3d2535595209ae752c846692803ea,10.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388001512000065; overshot 98208009428194
71,0x430a164ede1661d3109bddaac03ba35b29ad48bd,55.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
72,0x443cd25358f1485110ac11ed3d1bc30cda0bd566,330.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
73,0x44617fa71c9beb8577f70df5b554d5e91e8966d3,90.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388001512000065; overshot 98208009428194
74,0x44e01327ed481e581834517b21bf89eab2b10628,20.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
75,0x45cd581299c40c1e2bbb8b6cb02522c370142d62,100.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
76,0x46f661d812f84b705a2ea7058397b666aac23e30,100.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
77,0x476015cb09e41e30c48fed85f9bf1947aae3d917,80.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
78,0x4838fd2361751cdb91ecd8de0cca906990be20bd,10.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388001512000065; overshot 98208009428194
79,0x4ae132b9deb3a87f9f2fbb226bb8b936f201fff5,25.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
80,0x4cf7328572da81e87d69999cec5e9ddeb882fe4b,20.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
81,0x4d58440da35c5e61861c28317c3819adcaf0acd3,10.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388001512000065; overshot 98208009428194
82,0x4e7ebbd5210c7fd4c63f89f1829055b496a9e177,10.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388001512000065; overshot 98208009428194
83,0x4ea218ed8803de17e16194e06708789b56ddfbff,900.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
84,0x50d0d488960d7a1ecd31d762867be4629fa31941,1710.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
85,0x50f17dfc3ebe89c9ba9905612931f3994fa5810d,30.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
86,0x523123e0ee29be5d940dda33b808726e5274d918,20.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
87,0x52ad561ef36f9aa77ba724484e8f8c2b6b8d84a2,22.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
88,0x546b298b44a14fb93998809ce82e43ccad64b10c,10.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388001512000065; overshot 98208009428194
89,0x54ee7ae10ed9a7bebdfa0efab88d7334d15db299,100.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
90,0x558c3aab1c967f7d7bce906c3aecfdd004b2d8ef,20.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
91,0x5596da639ee94956859663bd76e470397fe8fa7c,20.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
92,0x56dbb6690487768ea4eb284c3a1b472abc818701,10.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388001512000065; overshot 98208009428194
93,0x56dd2491251b36497cef62fbd4e24ee55d1e0d77,395.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
94,0x56f2987c0a1b017703a6ffeb91cdb587959447ff,250.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
95,0x5a690ebce06b6b698922c95053e11352ede743db,20.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
96,0x5b33a958fde0b4161caa1a898400c37f69758d9b,50.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388001512000065; overshot 98208009428194
97,0x61b0cb0b884131b6ae6df4c43c7570521dc17360,10.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388001512000065; overshot 98208009428194
98,0x6276ac538c9f18f4dc6b058e7d558f0e3d38d952,20.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
99,0x6360eabf97be5d81639f5258be76a9a09e644974,10.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388001512000065; overshot 98208009428194
100,0x655282b1aab7f7bb4f37d68d2f4d0f4c436d7da1,10.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388001512000065; overshot 98208009428194
101,0x6726f92ae08a26a411fadc5b0bb8f0a28b6dd7ca,20.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
102,0x6832600d63bb250f1c254fa15096eaa1a6928769,20.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
103,0x689a5c3643561e26742d2332209fe834599cf0a5,20.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
104,0x6a1d1641b3bf38610b9bd4d70038d3ccfa8682de,10.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388000312000065; overshot 98206809428194
105,0x6a6400e28052cf9b514a2d2cebe4ccdb38510468,90.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388000312000065; overshot 98206809428194
106,0x6bfb94de6aa15fcf578d1239b24fb74789483afd,240.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
107,0x6c1d4081dc385cb3395bbd0cd2fc37502afb5dd9,25.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
108,0x6dd693dcac1773deea67fa46b16472580e71e2a1,10.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388001512000065; overshot 98208009428194
109,0x6f5df80d8790335e5027d1cf72442eda268db34b,20.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
110,0x703cf8d4c26e2ee246a2ee8aa41edee6c2d672ee,10.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388001512000065; overshot 98208009428194
111,0x7087c00d236c27007353e5824ae30221be9afb94,70.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 393942612000065; overshot 104149109428194
112,0x710fcbd86779d974abd0428595c2ae5ed0754288,10.0,10.0,SKIP,,OK
113,0x7179136a1a3910220e15bf1e712bb54c9e570133,110.0,110.0,SKIP,,OK
114,0x71ecd255d056523bb396d5d4e012859e3a173475,18.0,18.0,SKIP,,OK
115,0x721bfb3b48e27b884c4cedf35062cdba08ae90ec,20.0,20.0,SKIP,,OK
116,0x728d949e9fe1a31036126726a3a5535ab566e34b,10.0,10.0,SKIP,,OK
117,0x73ac2ce75ad2fce2d3eb1a318bb511418ff4c769,40.0,40.0,SKIP,,OK
118,0x755fdf84b7024e79804b9b7339a45af536c3c164,10.0,10.0,SKIP,,OK
119,0x75c5df8f8d8771e058688e68378cec1da0ca7c75,40.0,40.0,SKIP,,OK
120,0x75c77f520a3ce913e0da3d16bdeb8ac67835c9be,240.0,230.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 387360112000065; overshot 97566609428194
121,0x761b37a4d509e77caa134741611e42324d269971,20.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
122,0x78be61444cc117e9e659d6888383866c7a4e4d37,50.0,0.0,FAIL,,insufficient funds for gas * price + value: balance 289793502571871; tx cost 388002712000065; overshot 98209209428194
123,0x7a5ee656af66c728528d737a5b1a94ea84a2b0d4,20.0,0.0,ADDED,0xc514695506cc34d03d38c4cbe8d3074a6982bf85986d49261006e50d30ff4ba7,OK
124,0x7cad5b26f5cd8d7c37cdc451e1988a751e6b3e99,1000.0,0.0,ADDED,0xadbd0a1b1a152c873f74bb6708f45b9a007ff3935d64b8fe5045945047cfac4c,OK
125,0x7cd1e77ec93f3cb106f7c8776e45ebc5b70e7c27,60.0,0.0,ADDED,0x9de3c89e527bfb9fb09eee8a8d50b86f6f59571005664c606d6f8087b49b60f2,OK
126,0x7e3f1e1e62d754056e3088f551f148af0d0be90b,20.0,0.0,ADDED,0x7eef80bfebf582883339325579521307b6a8532de81349a26f18ab2548696bc7,OK
127,0x7ebc51541dadaf555f60f99b7af2822cf422623a,10.0,0.0,ADDED,0xed7a149724e58b2a7a2d7c6fdc6555f8bbe88fcf9ad498adb11b2dc18e41a96a,OK
128,0x7ec1f784d4db1c967302e1402bd9248b531b3d29,174.95,0.0,ADDED,0xf9ce76a31ae09729b35142600a7d6bfca8f77467a8961bde336db048abdc08f3,OK
129,0x7ece6298065988cc43a43e18365c0dd3d4c572cd,290.0,0.0,ADDED,0x58b11636cec48be51749f24ecc87806d4d77637aaf72540379645866f7a109ab,OK
130,0x80c0bb5f186d264794fc8efa19d235606f863b95,60.0,0.0,ADDED,0xac75eb01d8e1b6fbe0c0f867dca8f816e32807e4ab8fc44c296b2e56238d7f56,OK
131,0x8170585573c8e01422b004583a5607f1bff50d9b,20.0,0.0,ADDED,0x62cb23dc4c521b1e819f5666599b22ca18ad6d118100cb76960f48365e18e60d,OK
132,0x8498835c2ec0eab789997be99542fb831d33ce57,20.0,0.0,ADDED,0x40520a69de41503aaff3e07c5c6aba9b477b02fb051174268e9b29f111de55ab,OK
133,0x86b350a21cf01e2a111acf6a19af58dec5b29c26,106.0,0.0,ADDED,0x9e87a8371250e76054d26162eb1d54f18ca5074d903b32a47ada20925afcbc34,OK
134,0x86f0e637fb2e41882719b0a35dc424e260bc072d,120.0,0.0,ADDED,0x9eac248d4e677bbb34c4bdf92de781dc61ebe24c7408558e14a9dbb5252261c1,OK
135,0x8777542188280ead50b7c5de76c8c518ab62fd48,85.0,0.0,ADDED,0x954ea34ead1b8c72753627aaca77c8f2a4899e2f16cf1e5796d0c11276936dcd,OK
136,0x87b117b32bf511e24ec53077668cd5c25b9934f5,200.0,0.0,ADDED,0x9a71d6de702c002f901a7dbccf494c92ac698fcb754f8b99db9f8ddc4223377c,OK
137,0x87f95a22719ca4626beb87242f159cf6cb1c5f82,190.0,0.0,ADDED,0x81bddfd96c79525903302e677a522c21077c3f3d6ef32bbdd33c7a4af5a24e3d,OK
138,0x883549299203187dbbda1d98cc9c66f70651a368,200.0,0.0,ADDED,0x909450278ef9b02e35c4d23d1d1cb83a349105b37a8c300446cdc986cb3f4201,OK
139,0x889c770dad766914610ebe0b184eab2455727aa4,10.0,0.0,ADDED,0xd6dda9b6815867191ebc51ba4f2e48111c162aa679dfc807bd8c212b4f26fb57,OK
140,0x8917b9bc82d495f8c0892fc1ee361fd13e801d52,30.0,0.0,ADDED,0x29e3253ad508c1139d82be94a46ad9f0d1fbca3f7c723692f2f4ccc5454e3751,OK
141,0x8a42bdea122e5fe0214269f80178f8425169ef7e,10.0,0.0,ADDED,0xeaed9b2ca16de5702d9587b68793da6c0841bd145911e330471714d6246aacb6,OK
142,0x8bcf7151148593ea9b6479dfc27eb1e71b6a3b4c,10.0,0.0,ADDED,0x956a8c8eb4ce96cf6a84b9be61aa9e08ceede8e7b17351ccb7c3906c0ff041a1,OK
143,0x8be9de77dd24739963890c7ba1cab7d24350e300,25.0,0.0,ADDED,0x49a098044c0a2604d2b2a0dca085a39e3c6b6c989b6db4564eee38db30f8d80b,OK
144,0x8c95de88672fac05171d3a67cc50417956e55ca4,80.0,0.0,ADDED,0xfc9851b681ff6cbc291ddcfeb5e593b19f90e13a97ea5e487e32f2ecec7ca48d,OK
145,0x8d59f6edabccf5f44f1f5b09dc233fdfe69ae467,395.0,0.0,ADDED,0xe3aa152a71b0342a8956f8ea2de57bf058cb88c7e22cf6cd6335bed215793645,OK
146,0x8d79115bcc880e95c8ca1d5b2c3ad8b35839ef8f,10.0,0.0,ADDED,0x3cfdabbec88a1d806c732d7f1eb507285fe0595a669837bdeabd7f3dc5718ee7,OK
147,0x8e167a7c04f0cd84cfc3d197d2ac8c56f3ba7e13,70.0,0.0,ADDED,0x17fb5ab0acf9ddfadbfd35de680fe02e7d24f458989db9fc839f017120b11530,OK
148,0x8e23c42fe4f691216459043cb84478052208739c,20.0,0.0,ADDED,0xaed66f72cd6266b16e39819293a2e7467222936bd0a5efbfff92136d9319f807,OK
149,0x8f67c5464d4da56bd1924586dfbd169ff966e43a,39.0,0.0,ADDED,0xe87f3b91a93ccd44718d7fde1e6dc7a2b8990e0d909d88693438c0e15a592e70,OK
150,0x91c6f2e421e525abcfc086ab3930cdfeeddf25d5,20.0,0.0,ADDED,0x86fab5ded00b9dc85d40619985347e81c334be1d046f674a15a363ca5c08fc0d,OK
151,0x93185be842ce1d9a698f2c07c4138ebc2e3dfd07,23.0,0.0,ADDED,0xbeed9f1e8505bdb706af9fee4e394490fa06157db8eface43a2994b91ebe88f7,OK
152,0x931ff6c169109eda441405882bf76f37d359e027,10.0,0.0,ADDED,0x265351617933a9e0a82dabab532841f461c62d06edac96168b4841b7db2e426f,OK
153,0x94552576ff6c7dbb2c5b6d3f14f9ce4938f56674,100.0,0.0,ADDED,0x87037756b6426cb5fe1beff434bdee34ccddac9ae440b708c1e43086e67cd316,OK
154,0x9477807e39a77115dbdb00f29b7d3ee59b353997,200.0,0.0,ADDED,0x556f73f7f39af74c1475d6711cab983667097d0767ca7669e4859637d1f672eb,OK
155,0x949b6c216d1818429e9d5f1bdc0893efc7ce51ae,100.0,0.0,ADDED,0xd0c5e131421a44592383a1266c4639c683245c39ba084c88b1045b64c5f9caab,OK
156,0x9541b5b49c1801147852dc4838c971759e4106c3,20.0,0.0,ADDED,0xde1b3f1fc24e3b9e316668000a027bcafd00069731daa9a6a1098dd2da97412e,OK
157,0x95cc95891d959b77ad35a886032e28c1fe44cb92,200.0,0.0,ADDED,0xb803c0b82f4f5dbb8cca7e5ee02ef0d4042e83561f28b8c1a05e62d445866d4a,OK
158,0x95f8441e65274a79370320d02b901259b38fb139,10.0,0.0,ADDED,0xc72fe0a4cf5e3f447287aa6c2e240f4f1cae1526ced9f4097790e83b73469c48,OK
159,0x960dfff626c1cc5b58865a03430a23236c549739,40.0,0.0,ADDED,0xbc4053078d9a2074b7a9e87fd2d7c159bfefa2aafb41654b78d86f8875708c4d,OK
160,0x98da6c2042856d712a695a425c06a5fdd3de0bb7,80.0,0.0,ADDED,0x6303fa548e413826239ed942fcecdcec81c31e45da78696a7045a224e218d4f2,OK
161,0x9a3b9239db3df842abb7fea411092c18ac4d98a4,255.0,0.0,ADDED,0x6b85b8fb1f6425298128dbb3b375ec09fad631314422b1ace90bc39f12b00c5a,OK
