index,user,expected,onchain,action,txHash,status
130,0x80c0bb5f186d264794fc8efa19d235606f863b95,60.0,0.0,ADDED,0xe582a320f5c6a25cfe141ea1c8da5ec3e7453cb9249923bc06f2f3e59db80438,OK
131,0x8170585573c8e01422b004583a5607f1bff50d9b,20.0,0.0,ADDED,0x733415bd6944762e158d654deec4301b5fff5f2d23004f674fe346b5dce8d7db,OK
132,0x8498835c2ec0eab789997be99542fb831d33ce57,20.0,0.0,ADDED,0xfeabd3acdff7a41582a228fcff110293eb989741aacc53cf0ff626a33bfbf664,OK
133,0x86b350a21cf01e2a111acf6a19af58dec5b29c26,106.0,0.0,ADDED,0x1e7f4c225ffb7ee892f99fde9e810a4e1143f1f724cb9bf778322ef1d4cdfa05,OK
134,0x86f0e637fb2e41882719b0a35dc424e260bc072d,120.0,0.0,ADDED,0x9ccf1cc3e63fd7e577df7ac4b6a7d77761c410693c14d856c7f6754658abf97b,OK
135,0x8777542188280ead50b7c5de76c8c518ab62fd48,85.0,0.0,ADDED,0xd34e4dfc41990d3263780efa6d7a3d14e21b40fe2d8387e1045269e2a33eb1b4,OK
136,0x87b117b32bf511e24ec53077668cd5c25b9934f5,200.0,0.0,ADDED,0x03560c0ed90a48a498ce156320dccee81eb356b1a59e418251c78484892b6f83,OK
137,0x87f95a22719ca4626beb87242f159cf6cb1c5f82,190.0,0.0,ADDED,0xdcdc1bb47b48210524860af311e12d7f00e8162e3ed8110b7fda5357e6020a5c,OK
138,0x883549299203187dbbda1d98cc9c66f70651a368,200.0,0.0,ADDED,0x45f4cbe7777b972f6b6589cbc07225a6858de41962919e1f14c593ddbd00c11f,OK
139,0x889c770dad766914610ebe0b184eab2455727aa4,10.0,0.0,ADDED,0x2132a5ff10ec28a58f565445b8025503db11e0eac772c667e39fc8cb6cc7a5d9,OK
140,0x8917b9bc82d495f8c0892fc1ee361fd13e801d52,30.0,0.0,ADDED,0x4c00adf71570865619c3e8fffb532df8457029190d905291757c7f5fa381516f,OK
141,0x8a42bdea122e5fe0214269f80178f8425169ef7e,10.0,0.0,ADDED,0x47a70abf000df8c430f7eb6e13faec095d3fade8295197dd40d06a8140d138d6,OK
142,0x8bcf7151148593ea9b6479dfc27eb1e71b6a3b4c,10.0,0.0,ADDED,0x2b49eba2cdb84344a0f82afcda2ff8415e3388944d05e5429b79391318196e60,OK
143,0x8be9de77dd24739963890c7ba1cab7d24350e300,25.0,0.0,ADDED,0x1c2bd5d7d4456dbced601bb49b608988375f5b60dcb7dac64172c5b1c9f0da01,OK
144,0x8c95de88672fac05171d3a67cc50417956e55ca4,80.0,0.0,ADDED,0x63f00a6c9ba20d450f372376353e32278b09033100c8482325aca3751f724ad1,OK
145,0x8d59f6edabccf5f44f1f5b09dc233fdfe69ae467,395.0,0.0,ADDED,0xc8db30b166f0c032a3253054e3d711a0a3ca4f28a9168853a8598885a9d8e076,OK
146,0x8d79115bcc880e95c8ca1d5b2c3ad8b35839ef8f,10.0,0.0,ADDED,0xd9e2b54cea923d68d911cb0da4599d0abe6c92b08649b4b0c928eb500a881be6,OK
147,0x8e167a7c04f0cd84cfc3d197d2ac8c56f3ba7e13,70.0,0.0,ADDED,0x29484a96f84d79c862606f8f85cff735b588e0f02df5dfd2e4f24d631f396661,OK
148,0x8e23c42fe4f691216459043cb84478052208739c,20.0,0.0,ADDED,0x899c633910c0b85febdab6ef1ed0c6de7d5f729bd2ab77672e0e3588c510f107,OK
149,0x8f67c5464d4da56bd1924586dfbd169ff966e43a,39.0,0.0,ADDED,0x5204544968fdd8fc8b86f1d81c0463c0dc2dc527af1ac04b89fda9f02f1566ed,OK
150,0x91c6f2e421e525abcfc086ab3930cdfeeddf25d5,20.0,0.0,ADDED,0xdc52acd9d26e18b7c02afb4cda33af234f270c657f21aa3bf5fd23ad31ced03e,OK
