user,oldPrincipalUsd,cmsAmountUsd,finalPrincipalUsd,skippedReason
0xaf04df408e54b1f0406bb4941b76d412baa616fc,0.0,0.0,0.0,zero-principal
0xaf426c9a4e06438a38dcd41b45f4f12d672b6d10,0.0,0.0,0.0,zero-principal
0xaf91226103866aeb9ebefdc02aea7e0c1c8037d1,0.0,0.0,0.0,zero-principal
0xb06f851d0b707f47bb9a9eb527fc93a647b1efbc,0.0,0.0,0.0,zero-principal
0xb1062a62727177a847a6a6a0990019361c25b179,0.0,0.0,0.0,zero-principal
0xb16bc09e54df9f92f9b0305c03f8f89cd16400fa,0.0,0.0,0.0,zero-principal
0xb1b7324feb155bc00808b1677786e230574cab10,0.0,0.0,0.0,zero-principal
0xb402af45134e07907398715d7a6c0ebd2a1e3d6c,0.0,0.0,0.0,zero-principal
0xb5d3bab06ab6a69e113e21252dc98ed1575e9bf9,0.0,0.0,0.0,zero-principal
0xb6d9ecbb25be0c4fb4a03ad4b07861b512b93101,0.0,0.0,0.0,zero-principal
0xb7bcad1d6094c035c862c9c450b712efc79e3340,0.0,0.0,0.0,zero-principal
0xb7ce7e44714f0358db0a5721e5e89be803753a69,0.0,0.0,0.0,zero-principal
0xb8122ebfedc56659008e2d25d18335acf39dbc7b,0.0,0.0,0.0,zero-principal
0xb840aef79cda7bef20f80970909924bcd6c497c0,0.0,0.0,0.0,zero-principal
0xb93c955e62f249edb423b5c1cb3280295f9a4d49,0.0,0.0,0.0,zero-principal
0xb94046e8b26262513d9da638d4e1c266a26dccc4,0.0,0.0,0.0,zero-principal
0xb9dbb3afb2f466e411d80ef54c70ea44d93cd349,0.0,0.0,0.0,zero-principal
0xba0a9cbdecde2061c3f8c1f8ea4031545ddf3fd4,0.0,0.0,0.0,zero-principal
0xba4e18c2b846ab22a606242b7d13c91492f496e3,0.0,0.0,0.0,zero-principal
0xbaf393dbdbf31bb85b0194fa6610ee56090ced7c,0.0,0.0,0.0,zero-principal
0xbc3292471d1746e6d34505bdf3ae7a86141ee974,0.0,0.0,0.0,zero-principal
0xbce617ac20374997753101a97805fbbb938caa28,0.0,0.0,0.0,zero-principal
0xbd2256dd9b5c0498f8b9743128c42f4c618ccf1a,0.0,0.0,0.0,zero-principal
0xbd2533c1ad65a75b3a05bf306f54c2584853374e,0.0,0.0,0.0,zero-principal
0xbd2ad925be85be959d086a48cdcb455423fdc4a1,0.0,0.0,0.0,zero-principal
0xbfa8346b8366bc5b062db604a3c9ec9c3516d24d,0.0,0.0,0.0,zero-principal
0xbfe857d7c4f8b101684656af58667b8d8f9ddf82,0.0,0.0,0.0,zero-principal
0xc03631bf12b037df919fc243fdcda10598095e60,0.0,0.0,0.0,zero-principal
0xc05dcc01cac7b6b82e901cc26ad2e38621add3f9,0.0,0.0,0.0,zero-principal
0xc06d7b580d6911ce2c29775c067df518428cd0a5,0.0,0.0,0.0,zero-principal
0xc1b2783236921ac45d388695debffd98816f7d47,0.0,0.0,0.0,zero-principal
0xc21f00fb35f543b77374101d32e92bf410ec68bb,0.0,0.0,0.0,zero-principal
0xc2243a5c1fe1083a1879020289e756e329104ee1,0.0,0.0,0.0,zero-principal
0xc28067ca203e9ce64e077f389235db0595025fbf,0.0,0.0,0.0,zero-principal
0xc2cb993c5cf13e623ba49fccb86d8b6017b33ea9,0.0,0.0,0.0,zero-principal
0xc2ded9c76daa0a92244edd5d13c591ebdba97203,0.0,0.0,0.0,zero-principal
0xc2ee360c1f04d521206dca3ba8702b48e668f61a,0.0,0.0,0.0,zero-principal
0xc33a68ed38fbac69293d19016d12a1a58277710d,0.0,0.0,0.0,zero-principal
0xc55b1548be40273b569f5e292363ea0136feaf14,0.0,0.0,0.0,zero-principal
0xc5921fa98a8a4775f8cc6a2ef20fcc9730ae9405,0.0,0.0,0.0,zero-principal
0xc5acb5cec655111e2fc2853889034ed780970299,0.0,0.0,0.0,zero-principal
0xc5b9155275b4047bbe445a1dc623b2fdcdf80100,0.0,0.0,0.0,zero-principal
0xc5e5cfb0665f455418c775b4520ae7670fdb5751,0.0,0.0,0.0,zero-principal
0xc71856d281df222042435046d29414cd7835dfc3,0.0,0.0,0.0,zero-principal
0xc723da3ac167e3212b1497a4745593404fe6a484,0.0,0.0,0.0,zero-principal
0xc82f1d0381a374220fa93a37fc90eb51a490beae,0.0,0.0,0.0,zero-principal
0xc83fd777ec4b9103b572bb3c05f55fa92087abc9,0.0,0.0,0.0,zero-principal
0xc86d281850397e97d5f7f4472835f24defe7bf45,0.0,0.0,0.0,zero-principal
0xc8a4494bf12aba4298f1555dbb25d052c7724e44,0.0,0.0,0.0,zero-principal
0xc8c59bba0fdf097bf370b78b069248f1b9fe1ab3,0.0,0.0,0.0,zero-principal
0xca738f0c6c3cc82f84a396622a994846b2b14a99,0.0,0.0,0.0,zero-principal
0xcaa745cb1d319c31f5f436c6feaa801d4345b2f0,0.0,0.0,0.0,zero-principal
0xcb06ba07472199dd8ebb55aa04f9c914f5b496d3,0.0,0.0,0.0,zero-principal
0xcb99382d3964e6bf99aea5553c6f63a9f1da47cc,0.0,0.0,0.0,zero-principal
0xcbe12bfed4f355c4de0e2d45a491f749361956ef,0.0,0.0,0.0,zero-principal
0xcc84f64cafc47af6490979df2d60fc1072594867,0.0,0.0,0.0,zero-principal
0xcce25f9953a8226722cd87c834fbb1a1e448a77f,0.0,0.0,0.0,zero-principal
0xcd2310ef547e7ca3efc84881368098dd1c3a6491,0.0,0.0,0.0,zero-principal
0xcd513e11b26c8cfae5c2c0928746fed964027051,0.0,0.0,0.0,zero-principal
0xcd5f729351ea5457dded6cf67a3eabda5dd6bdd9,0.0,0.0,0.0,zero-principal
0xcd8b56ef285476cc72f0ef2e0389e55a873f4c2b,0.0,0.0,0.0,zero-principal
0xce94be53d0049c182fae09cb08ea169cb80753cc,0.0,0.0,0.0,zero-principal
0xcf0caa668804bb1d30b48f349403ca23e1c7eec9,0.0,0.0,0.0,zero-principal
0xcf42342f940d102a5086c531e829365da62113de,0.0,0.0,0.0,zero-principal
0xd03c73f74d598a99fde9f1629ba539dddf503911,0.0,0.0,0.0,zero-principal
0xd0be68a0d2e9fe86b2265835f6b87a99de4582a0,0.0,0.0,0.0,zero-principal
0xd2270a45426278ea6c5e5e08edbd6a4b91a7a76b,0.0,0.0,0.0,zero-principal
0xd239e0bc20dd79f39b18cad64098b19131d04b47,0.0,0.0,0.0,zero-principal
0xd2b4411963fb07b91fa617536df8a40c019efdba,0.0,0.0,0.0,zero-principal
0xd358bd2256d9f6d4ed4ce3d8ad433ad2705d40ff,0.0,0.0,0.0,zero-principal
0xd383e68ba61d923cc720a3687efedd394ee485a1,0.0,0.0,0.0,zero-principal
0xd43758792e7ca06bc09504cd51d4cc430768b168,0.0,0.0,0.0,zero-principal
0xd546ba6d049fd7e6ad40f4ae75c27f7dc89fe90c,0.0,0.0,0.0,zero-principal
0xd5589ed68baa8051a7dffc9acd9ea1bbd637379a,0.0,0.0,0.0,zero-principal
0xd59a5ea563ca29b2c1026f9e90b23aa51742e306,0.0,0.0,0.0,zero-principal
0xd5adf4ab6994a9891187c19449f1d7c6aff820a5,0.0,0.0,0.0,zero-principal
0xd6a2725f491ab8a8043b6914a29b9191eb6a8bc8,0.0,0.0,0.0,zero-principal
0xd96cceb5abd8b5514952bca271c9cbd2585dc5d9,0.0,0.0,0.0,zero-principal
0xd9d646fc6e61debe8e47aecdd52f2f8752c3aa43,0.0,0.0,0.0,zero-principal
0xd9eea713298c19416a098c5a17085230b1185daf,0.0,0.0,0.0,zero-principal
0xdb3e16b8496afdd799d7e032c27cea621cdec46a,0.0,0.0,0.0,zero-principal
0xdba28a6ff9b03e73105af6c2cd1a4f9d7bf042de,0.0,0.0,0.0,zero-principal
0xdca1ea99feb4c56db04b133f987d1fb2bba2ce46,0.0,0.0,0.0,zero-principal
0xdcd5382b02443f351fcd776f0ee88547a2498f8f,0.0,0.0,0.0,zero-principal
0xdcea0f3c34da568531976bf7ac257663e250e5e4,0.0,0.0,0.0,zero-principal
0xdd3296ac1268c71db444708ccb1c6caf0aa80d82,0.0,0.0,0.0,zero-principal
0xdd8498f68370e5959639f57b7a401bb55bb8eca2,0.0,0.0,0.0,zero-principal
0xde27461542170e72e90a2f253ad565bc63491242,0.0,0.0,0.0,zero-principal
0xde5bdc8883c8761a0834e466c5271f08103e6497,0.0,0.0,0.0,zero-principal
0xdea0588a12e1aa73c6a968ac0cf496e42d0fb4b8,0.0,0.0,0.0,zero-principal
0xdf6887d0ac0281233c07feaf84c4694f0250d73f,0.0,0.0,0.0,zero-principal
0xdf9edf0f16836eb45701a98df3ead2c35ee0a8f7,0.0,0.0,0.0,zero-principal
0xdfb7aa97deb02cb9585aa28b46fb3c16587b0047,0.0,0.0,0.0,zero-principal
0xdfe13692e77bfae3d2b3a2e195073e76359b9422,0.0,0.0,0.0,zero-principal
0xe083545ac37186a5c4edc5cced9e256df9e0df1c,0.0,0.0,0.0,zero-principal
0xe0f2204f672e594caebf9677404e687de44454a5,0.0,0.0,0.0,zero-principal
0xe1398cc987ba2634b87a2142ccc406dfd78279c8,0.0,0.0,0.0,zero-principal
0xe14bcae54b40c86e4e21d5a111fa9b353eb9fc9d,0.0,0.0,0.0,zero-principal
0xe166b0acfe6aab24a08d02e136f0fda183342836,0.0,0.0,0.0,zero-principal
0xe17a87adc23f808b519fd14733d07f75f859aca5,0.0,0.0,0.0,zero-principal
0xe2b85c6d5aeb1df1366f07b7b4bf36a70e336770,0.0,0.0,0.0,zero-principal
0xe498d34e2dc63c80e141c37fcb35d02954e2f731,0.0,0.0,0.0,zero-principal
0xe6289a3c068d0e1f4ad7028c2da6e34fd5eb2d3c,0.0,0.0,0.0,zero-principal
0xe6606a39a2390392ab72fcbc39439d6feaf1ce4b,0.0,0.0,0.0,zero-principal
0xe74feed21998c3aaff9a2e62b48c7372c3c53fd2,0.0,0.0,0.0,zero-principal
0xe8320f636d5448a4193d79841c46f770aa94efa4,0.0,0.0,0.0,zero-principal
0xe837acfeeadd9c79a42c1d8524dac42297babe32,120.0,0.0,120.0,
0xe9e8970c5680a59d707a87f8823f66e9637ce1b7,0.0,0.0,0.0,zero-principal
0xeaac860a021acd872dc3f22fd1c669be15e9f2fa,10.0,0.0,10.0,
0xeab354ccc0c41d52d9a7337309052ff9b6fd5987,27.0,10.0,37.0,
0xeab7f78e37bf677a8124b2c96c29bfe3ee3ddb81,0.0,10.0,10.0,
0xeb8ef75514ec67662bbc3c69b7af2cead54288af,510.0,40.0,550.0,
0xeca844413c6ecdeceae2f1dfe17ece548558d309,0.0,0.0,0.0,zero-principal
0xecac434e4b2a9f6d8d5d010ac43df2e186a62f8c,0.0,20.0,20.0,
0xed8d3dc11ae007a50cfd19926a024a5b66faf174,0.0,0.0,0.0,zero-principal
0xedc6380da12cdbb94b048d8b478c88c45b6a9285,0.0,10.0,10.0,
0xee051464a512df44d4212489f6ff196eeb087863,0.0,10.0,10.0,
0xee598ad87c0d0a445a0d88199ed297a904cd4a58,0.0,0.0,0.0,zero-principal
0xee8fc948629012d4f89608ad7c1cc40740366ad9,0.0,200.0,200.0,
0xee97b5a8c9d67cf5554eb0b0c39bbc63dad57e45,0.0,0.0,0.0,zero-principal
0xf23edf86adc32ea69717115a098384c41c71f15a,10.0,0.0,10.0,
0xf372cedbdf1b8ff5c6d88058beab3af15fb789a2,0.0,0.0,0.0,zero-principal
0xf3cbb8956ad95267f1542f9071e87ebc826c529f,0.0,0.0,0.0,zero-principal
0xf3ff235dfc6227341389632bf2df0ebe065ca2f1,0.0,0.0,0.0,zero-principal
0xf4513d0a5e675bf02dbc60dea232e001fd2f3cd5,0.0,0.0,0.0,zero-principal
0xf5f469082c4930b61048a253c1dc90dfc0b1be1f,0.0,0.0,0.0,zero-principal
0xf76655fede3f9a98dfee27dc0bf13e0eeaa7e6fa,0.0,0.0,0.0,zero-principal
0xf80b71b91f418b01080e7b0e43012de374167dba,0.0,0.0,0.0,zero-principal
0xf8a733119e78e4182edf1435d3cd7c5018b9bfe8,0.0,0.0,0.0,zero-principal
0xf8b62b802eabd08cc8e880e8cb2f58fb505dc73b,0.0,0.0,0.0,zero-principal
0xf938d78205f8acff355b1a6e47a184e45e51e246,0.0,0.0,0.0,zero-principal
0xf93a78160bbcfad2306cd5d42f83cdbadf7f706d,0.0,0.0,0.0,zero-principal
0xf9b64766aaec5e0109c6b531e37b93f93c726e14,0.0,0.0,0.0,zero-principal
0xfa6a897ea814a067994359156fc97ccd788b14d4,0.0,0.0,0.0,zero-principal
0xfac828bfc3fdd4307f2cbf1b559404f925487f39,0.0,0.0,0.0,zero-principal
0xfb925304e0f14db8936d009ee7c7c6bfff62b940,0.0,0.0,0.0,zero-principal
0xfc85315d141abe8b8f09dd8861ffa6c73dc7e95e,0.0,0.0,0.0,zero-principal
0xfc93bcaba4aab3fc4bd0de9f17db333099494a00,0.0,0.0,0.0,zero-principal
0xff641eba4f9121f24108a6fe9067e80e5bd034ea,0.0,0.0,0.0,zero-principal
